Date,AQI,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,location,lon,lat
2020-02-12T00:00:00Z,99,93,99,48,2,6,25,17,IDA,78.1849427,17.5324702
2020-02-13T00:00:00Z,136,136,126,61,NA,12,35,12,IDA,78.1849427,17.5324702
2020-02-14T00:00:00Z,133,126,133,71,NA,13,59,10,IDA,78.1849427,17.5324702
2020-02-15T00:00:00Z,126,111,126,75,NA,16,59,13,IDA,78.1849427,17.5324702
2020-02-16T00:00:00Z,131,131,129,66,NA,13,38,21,IDA,78.1849427,17.5324702
2020-02-17T00:00:00Z,128,122,128,63,NA,14,59,14,IDA,78.1849427,17.5324702
2020-02-18T00:00:00Z,132,121,132,61,NA,15,35,17,IDA,78.1849427,17.5324702
2020-02-19T00:00:00Z,110,85,110,71,NA,11,27,21,IDA,78.1849427,17.5324702
2020-02-20T00:00:00Z,98,NA,98,52,1,5,24,18,IDA,78.1849427,17.5324702
2020-02-21T00:00:00Z,85,NA,85,44,2,4,17,28,IDA,78.1849427,17.5324702
2020-02-22T00:00:00Z,85,NA,85,50,1,5,19,17,IDA,78.1849427,17.5324702
2020-02-23T00:00:00Z,72,45,72,47,1,4,20,19,IDA,78.1849427,17.5324702
2020-02-24T00:00:00Z,70,49,70,44,2,7,24,25,IDA,78.1849427,17.5324702
2020-02-25T00:00:00Z,80,55,80,47,1,5,27,19,IDA,78.1849427,17.5324702
2020-02-26T00:00:00Z,141,128,141,72,NA,16,48,14,IDA,78.1849427,17.5324702
2020-02-27T00:00:00Z,114,87,114,59,NA,11,25,23,IDA,78.1849427,17.5324702
2020-02-28T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-02-29T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-03-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-03-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-03-03T00:00:00Z,99,83,99,38,NA,5,23,21,IDA,78.1849427,17.5324702
2020-03-04T00:00:00Z,111,97,111,39,NA,8,29,15,IDA,78.1849427,17.5324702
2020-03-05T00:00:00Z,NA,NA,NA,NA,NA,NA,18,30,IDA,78.1849427,17.5324702
2020-03-06T00:00:00Z,106,88,106,53,2,7,21,15,IDA,78.1849427,17.5324702
2020-03-07T00:00:00Z,81,52,81,42,2,4,20,14,IDA,78.1849427,17.5324702
2020-03-08T00:00:00Z,77,56,77,44,2,5,18,16,IDA,78.1849427,17.5324702
2020-03-09T00:00:00Z,75,59,75,44,2,4,23,8,IDA,78.1849427,17.5324702
2020-03-10T00:00:00Z,56,39,56,39,2,3,18,10,IDA,78.1849427,17.5324702
2020-03-11T00:00:00Z,62,42,62,38,2,5,19,10,IDA,78.1849427,17.5324702
2020-03-12T00:00:00Z,76,49,76,59,1,6,21,7,IDA,78.1849427,17.5324702
2020-03-13T00:00:00Z,77,58,77,55,1,5,19,15,IDA,78.1849427,17.5324702
2020-03-14T00:00:00Z,83,50,83,48,2,6,24,7,IDA,78.1849427,17.5324702
2020-03-15T00:00:00Z,84,59,84,56,1,8,26,10,IDA,78.1849427,17.5324702
2020-03-16T00:00:00Z,65,43,65,52,1,8,19,9,IDA,78.1849427,17.5324702
2020-03-17T00:00:00Z,54,33,54,49,1,5,18,13,IDA,78.1849427,17.5324702
2020-03-18T00:00:00Z,56,26,56,51,1,6,18,11,IDA,78.1849427,17.5324702
2020-03-19T00:00:00Z,78,54,78,55,1,8,37,14,IDA,78.1849427,17.5324702
2020-03-20T00:00:00Z,NA,NA,NA,NA,NA,NA,21,22,IDA,78.1849427,17.5324702
2020-03-21T00:00:00Z,NA,NA,NA,NA,NA,NA,26,11,IDA,78.1849427,17.5324702
2020-03-22T00:00:00Z,NA,NA,NA,NA,NA,NA,34,12,IDA,78.1849427,17.5324702
2020-03-23T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-03-24T00:00:00Z,NA,NA,NA,NA,NA,NA,19,21,IDA,78.1849427,17.5324702
2020-03-25T00:00:00Z,NA,NA,NA,NA,NA,NA,25,14,IDA,78.1849427,17.5324702
2020-03-26T00:00:00Z,NA,NA,NA,NA,NA,NA,18,28,IDA,78.1849427,17.5324702
2020-03-27T00:00:00Z,NA,NA,NA,NA,NA,NA,24,39,IDA,78.1849427,17.5324702
2020-03-28T00:00:00Z,NA,NA,NA,NA,NA,NA,26,18,IDA,78.1849427,17.5324702
2020-03-29T00:00:00Z,NA,NA,NA,NA,NA,NA,27,28,IDA,78.1849427,17.5324702
2020-03-30T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,IDA,78.1849427,17.5324702
2020-03-31T00:00:00Z,66,54,66,23,NA,5,23,25,IDA,78.1849427,17.5324702
2020-04-01T00:00:00Z,78,77,78,23,NA,4,56,21,IDA,78.1849427,17.5324702
2020-04-02T00:00:00Z,1,91,86,29,NA,5,33,22,IDA,78.1849427,17.5324702
2020-04-03T00:00:00Z,72,68,72,23,NA,4,29,15,IDA,78.1849427,17.5324702
2020-04-04T00:00:00Z,70,68,70,22,NA,4,25,15,IDA,78.1849427,17.5324702
2020-04-05T00:00:00Z,70,66,70,11,2,7,28,17,IDA,78.1849427,17.5324702
2020-04-06T00:00:00Z,61,51,61,10,2,9,24,17,IDA,78.1849427,17.5324702
2020-04-07T00:00:00Z,105,NA,48,15,6,6,105,29,IDA,78.1849427,17.5324702
2020-04-08T00:00:00Z,40,31,34,40,6,7,22,27,IDA,78.1849427,17.5324702
2020-04-09T00:00:00Z,63,53,63,46,3,9,30,27,IDA,78.1849427,17.5324702
2020-04-10T00:00:00Z,40,NA,40,38,2,12,37,25,IDA,78.1849427,17.5324702
2020-04-11T00:00:00Z,44,36,44,41,2,7,31,23,IDA,78.1849427,17.5324702
2020-04-12T00:00:00Z,62,51,62,48,1,14,35,25,IDA,78.1849427,17.5324702
2020-04-13T00:00:00Z,NA,NA,NA,NA,NA,NA,29,53,IDA,78.1849427,17.5324702
2020-04-14T00:00:00Z,79,66,79,44,1,10,31,32,IDA,78.1849427,17.5324702
2020-04-15T00:00:00Z,77,63,77,39,1,8,26,35,IDA,78.1849427,17.5324702
2020-04-16T00:00:00Z,71,60,71,43,1,12,29,30,IDA,78.1849427,17.5324702
2020-04-17T00:00:00Z,78,71,78,39,1,6,34,23,IDA,78.1849427,17.5324702
2020-04-18T00:00:00Z,66,56,66,39,2,11,29,25,IDA,78.1849427,17.5324702
2020-04-19T00:00:00Z,85,69,85,46,1,12,27,32,IDA,78.1849427,17.5324702
2020-04-20T00:00:00Z,62,45,62,45,2,12,27,18,IDA,78.1849427,17.5324702
2020-04-21T00:00:00Z,52,41,52,51,2,15,21,14,IDA,78.1849427,17.5324702
2020-04-22T00:00:00Z,50,43,50,50,1,9,28,21,IDA,78.1849427,17.5324702
2020-04-23T00:00:00Z,42,37,42,41,1,8,23,20,IDA,78.1849427,17.5324702
2020-04-24T00:00:00Z,75,62,75,49,1,12,26,19,IDA,78.1849427,17.5324702
2020-04-25T00:00:00Z,65,50,65,41,1,8,22,23,IDA,78.1849427,17.5324702
2020-04-26T00:00:00Z,86,63,86,46,1,11,25,24,IDA,78.1849427,17.5324702
2020-04-27T00:00:00Z,58,43,58,40,1,8,24,23,IDA,78.1849427,17.5324702
2020-04-28T00:00:00Z,69,46,69,39,1,13,21,23,IDA,78.1849427,17.5324702
2020-04-29T00:00:00Z,42,28,39,42,1,6,20,23,IDA,78.1849427,17.5324702
2020-04-30T00:00:00Z,50,37,48,50,1,9,21,16,IDA,78.1849427,17.5324702
2020-05-01T00:00:00Z,54,45,54,36,NA,NA,36,20,IDA,78.1849427,17.5324702
2020-05-02T00:00:00Z,48,32,41,48,3,NA,26,27,IDA,78.1849427,17.5324702
2020-05-03T00:00:00Z,74,57,74,53,1,8,29,18,IDA,78.1849427,17.5324702
2020-05-04T00:00:00Z,84,49,84,52,NA,12,56,16,IDA,78.1849427,17.5324702
2020-05-05T00:00:00Z,67,48,67,37,NA,8,31,22,IDA,78.1849427,17.5324702
2020-05-06T00:00:00Z,73,47,73,56,2,6,33,19,IDA,78.1849427,17.5324702
2020-05-07T00:00:00Z,52,41,52,40,1,7,22,NA,IDA,78.1849427,17.5324702
2020-05-08T00:00:00Z,78,46,64,41,1,7,24,78,IDA,78.1849427,17.5324702
2020-05-09T00:00:00Z,70,48,70,44,1,7,27,30,IDA,78.1849427,17.5324702
2020-05-10T00:00:00Z,53,34,53,41,1,7,23,32,IDA,78.1849427,17.5324702
2020-05-11T00:00:00Z,74,56,74,54,1,8,24,24,IDA,78.1849427,17.5324702
2020-05-12T00:00:00Z,61,48,61,44,1,7,27,26,IDA,78.1849427,17.5324702
2020-05-13T00:00:00Z,48,35,48,40,1,6,21,17,IDA,78.1849427,17.5324702
2020-05-14T00:00:00Z,59,38,59,40,1,7,24,19,IDA,78.1849427,17.5324702
2020-05-15T00:00:00Z,69,46,69,45,1,7,29,19,IDA,78.1849427,17.5324702
2020-05-16T00:00:00Z,60,47,60,47,NA,8,25,36,IDA,78.1849427,17.5324702
2020-05-17T00:00:00Z,75,50,75,50,NA,8,40,21,IDA,78.1849427,17.5324702
2020-05-18T00:00:00Z,60,46,60,44,NA,8,27,34,IDA,78.1849427,17.5324702
2020-05-19T00:00:00Z,111,NA,111,49,NA,8,29,25,IDA,78.1849427,17.5324702
2020-05-20T00:00:00Z,63,63,NA,60,1,8,23,27,IDA,78.1849427,17.5324702
2020-05-21T00:00:00Z,126,56,126,55,1,8,21,28,IDA,78.1849427,17.5324702
2020-05-22T00:00:00Z,129,77,129,71,NA,9,31,22,IDA,78.1849427,17.5324702
2020-05-23T00:00:00Z,13,79,133,60,9,NA,29,25,IDA,78.1849427,17.5324702
2020-05-24T00:00:00Z,126,83,126,46,NA,9,28,30,IDA,78.1849427,17.5324702
2020-05-25T00:00:00Z,110,68,110,38,NA,8,27,33,IDA,78.1849427,17.5324702
2020-05-26T00:00:00Z,91,56,91,36,1,8,24,32,IDA,78.1849427,17.5324702
2020-05-27T00:00:00Z,86,52,86,38,NA,7,25,32,IDA,78.1849427,17.5324702
2020-05-28T00:00:00Z,94,47,94,43,NA,8,21,25,IDA,78.1849427,17.5324702
2020-05-29T00:00:00Z,97,51,97,47,NA,7,18,26,IDA,78.1849427,17.5324702
2020-05-30T00:00:00Z,61,32,61,40,NA,7,18,29,IDA,78.1849427,17.5324702
2020-05-31T00:00:00Z,76,47,76,44,NA,7,23,36,IDA,78.1849427,17.5324702
2020-06-01T00:00:00Z,51,28,39,51,2,6,NA,19,IDA,78.1849427,17.5324702
2020-06-02T00:00:00Z,49,37,49,48,2,6,2,20,IDA,78.1849427,17.5324702
2020-06-03T00:00:00Z,40,19,24,40,1,7,21,15,IDA,78.1849427,17.5324702
2020-06-04T00:00:00Z,32,11,17,32,1,7,20,21,IDA,78.1849427,17.5324702
2020-06-05T00:00:00Z,41,NA,36,41,1,7,14,17,IDA,78.1849427,17.5324702
2020-06-06T00:00:00Z,64,31,64,43,1,7,15,12,IDA,78.1849427,17.5324702
2020-06-07T00:00:00Z,59,27,59,44,1,7,21,14,IDA,78.1849427,17.5324702
2020-06-08T00:00:00Z,52,27,52,44,1,8,26,12,IDA,78.1849427,17.5324702
2020-06-09T00:00:00Z,51,21,51,43,1,7,17,16,IDA,78.1849427,17.5324702
2020-06-10T00:00:00Z,61,29,61,48,1,7,10,8,IDA,78.1849427,17.5324702
2020-06-11T00:00:00Z,55,29,40,55,2,7,10,5,IDA,78.1849427,17.5324702
2020-06-12T00:00:00Z,54,28,37,54,2,7,15,3,IDA,78.1849427,17.5324702
2020-06-13T00:00:00Z,16,26,49,1,7,22,2,NA,IDA,78.1849427,17.5324702
2020-06-14T00:00:00Z,50,12,26,50,1,7,13,3,IDA,78.1849427,17.5324702
2020-06-15T00:00:00Z,45,9,22,45,1,6,22,3,IDA,78.1849427,17.5324702
2020-06-16T00:00:00Z,43,15,32,43,1,6,19,2,IDA,78.1849427,17.5324702
2020-06-17T00:00:00Z,44,9,20,44,1,6,19,3,IDA,78.1849427,17.5324702
2020-06-18T00:00:00Z,44,17,28,44,1,7,19,3,IDA,78.1849427,17.5324702
2020-06-19T00:00:00Z,47,21,39,47,1,6,10,2,IDA,78.1849427,17.5324702
2020-06-20T00:00:00Z,52,27,52,46,1,7,16,2,IDA,78.1849427,17.5324702
2020-06-21T00:00:00Z,62,35,62,45,1,7,24,3,IDA,78.1849427,17.5324702
2020-06-22T00:00:00Z,51,28,51,44,1,6,24,3,IDA,78.1849427,17.5324702
2020-06-23T00:00:00Z,60,31,60,48,1,7,22,2,IDA,78.1849427,17.5324702
2020-06-24T00:00:00Z,61,31,61,53,1,7,25,2,IDA,78.1849427,17.5324702
2020-06-25T00:00:00Z,49,22,41,49,1,7,25,3,IDA,78.1849427,17.5324702
2020-06-26T00:00:00Z,48,NA,44,48,1,7,21,3,IDA,78.1849427,17.5324702
2020-06-27T00:00:00Z,55,29,55,49,1,7,19,3,IDA,78.1849427,17.5324702
2020-06-28T00:00:00Z,50,17,31,50,1,7,21,4,IDA,78.1849427,17.5324702
2020-06-29T00:00:00Z,NA,NA,NA,NA,NA,NA,30,2,IDA,78.1849427,17.5324702
2020-06-30T00:00:00Z,56,NA,31,56,2,6,32,2,IDA,78.1849427,17.5324702
2020-07-01T00:00:00Z,58,31,47,58,1,7,20,2,IDA,78.1849427,17.5324702
2020-07-02T00:00:00Z,51,16,33,51,1,7,14,2,IDA,78.1849427,17.5324702
2020-07-03T00:00:00Z,49,18,32,49,1,7,19,1,IDA,78.1849427,17.5324702
2020-07-04T00:00:00Z,48,9,19,48,1,7,18,2,IDA,78.1849427,17.5324702
2020-07-05T00:00:00Z,47,10,22,47,1,6,13,3,IDA,78.1849427,17.5324702
2020-07-06T00:00:00Z,57,18,41,46,NA,NA,57,2,IDA,78.1849427,17.5324702
2020-07-07T00:00:00Z,46,18,38,46,3,6,17,2,IDA,78.1849427,17.5324702
2020-07-08T00:00:00Z,46,7,20,46,1,6,16,2,IDA,78.1849427,17.5324702
2020-07-09T00:00:00Z,49,8,18,49,1,7,18,1,IDA,78.1849427,17.5324702
2020-07-10T00:00:00Z,47,8,21,47,1,7,16,2,IDA,78.1849427,17.5324702
2020-07-11T00:00:00Z,50,15,28,50,1,6,24,2,IDA,78.1849427,17.5324702
2020-07-12T00:00:00Z,51,27,48,51,1,7,21,2,IDA,78.1849427,17.5324702
2020-07-13T00:00:00Z,41,17,33,41,NA,8,18,2,IDA,78.1849427,17.5324702
2020-07-14T00:00:00Z,51,27,51,41,NA,7,15,2,IDA,78.1849427,17.5324702
2020-07-15T00:00:00Z,36,21,29,36,NA,7,16,2,IDA,78.1849427,17.5324702
2020-07-16T00:00:00Z,35,11,15,35,NA,7,12,2,IDA,78.1849427,17.5324702
2020-07-17T00:00:00Z,54,8,20,54,5,6,14,2,IDA,78.1849427,17.5324702
2020-07-18T00:00:00Z,48,10,20,48,2,7,18,2,IDA,78.1849427,17.5324702
2020-07-19T00:00:00Z,52,21,39,52,1,7,17,2,IDA,78.1849427,17.5324702
2020-07-20T00:00:00Z,54,17,31,54,2,7,16,1,IDA,78.1849427,17.5324702
2020-07-21T00:00:00Z,50,15,31,50,2,7,16,1,IDA,78.1849427,17.5324702
2020-07-22T00:00:00Z,52,15,21,52,1,6,19,2,IDA,78.1849427,17.5324702
2020-07-23T00:00:00Z,54,NA,18,54,1,8,15,1,IDA,78.1849427,17.5324702
2020-07-24T00:00:00Z,50,18,29,50,1,7,15,2,IDA,78.1849427,17.5324702
2020-07-25T00:00:00Z,50,14,22,50,1,7,18,1,IDA,78.1849427,17.5324702
2020-07-26T00:00:00Z,15,15,16,51,1,7,16,2,IDA,78.1849427,17.5324702
2020-07-27T00:00:00Z,13,21,52,52,1,7,18,2,IDA,78.1849427,17.5324702
2020-07-28T00:00:00Z,53,17,34,53,1,7,22,2,IDA,78.1849427,17.5324702
2020-07-29T00:00:00Z,56,23,45,56,1,8,21,2,IDA,78.1849427,17.5324702
2020-07-30T00:00:00Z,55,16,2,55,1,7,16,2,IDA,78.1849427,17.5324702
2020-07-31T00:00:00Z,54,16,21,54,1,7,14,2,IDA,78.1849427,17.5324702
2020-08-01T00:00:00Z,61,39,53,61,NA,7,23,2,IDA,78.1849427,17.5324702
2020-08-02T00:00:00Z,50,18,21,50,1,7,15,1,IDA,78.1849427,17.5324702
2020-08-03T00:00:00Z,35,NA,13,35,NA,6,30,3,IDA,78.1849427,17.5324702
2020-08-04T00:00:00Z,29,NA,13,29,NA,7,19,3,IDA,78.1849427,17.5324702
2020-08-05T00:00:00Z,48,11,15,48,4,7,22,3,IDA,78.1849427,17.5324702
2020-08-06T00:00:00Z,45,8,14,45,2,7,21,3,IDA,78.1849427,17.5324702
2020-08-07T00:00:00Z,46,NA,21,46,2,6,13,3,IDA,78.1849427,17.5324702
2020-08-08T00:00:00Z,48,13,22,48,1,7,26,1,IDA,78.1849427,17.5324702
2020-08-09T00:00:00Z,54,20,32,54,1,6,26,1,IDA,78.1849427,17.5324702
2020-08-10T00:00:00Z,43,28,43,40,1,5,14,10,IDA,78.1849427,17.5324702
2020-08-11T00:00:00Z,50,15,16,50,5,6,6,2,IDA,78.1849427,17.5324702
2020-08-12T00:00:00Z,47,18,27,47,2,6,11,2,IDA,78.1849427,17.5324702
2020-08-13T00:00:00Z,44,17,25,44,2,7,NA,2,IDA,78.1849427,17.5324702
2020-08-14T00:00:00Z,56,16,19,44,2,7,56,1,IDA,78.1849427,17.5324702
2020-08-15T00:00:00Z,45,18,26,45,2,7,37,1,IDA,78.1849427,17.5324702
2020-08-16T00:00:00Z,41,8,12,41,2,6,36,4,IDA,78.1849427,17.5324702
2020-08-17T00:00:00Z,34,9,8,34,NA,7,4,1,IDA,78.1849427,17.5324702
2020-08-18T00:00:00Z,52,14,25,52,4,6,40,2,IDA,78.1849427,17.5324702
2020-08-19T00:00:00Z,44,13,20,44,2,7,38,2,IDA,78.1849427,17.5324702
2020-08-20T00:00:00Z,43,16,22,43,2,6,35,2,IDA,78.1849427,17.5324702
2020-08-21T00:00:00Z,41,11,12,41,2,6,NA,2,IDA,78.1849427,17.5324702
2020-08-22T00:00:00Z,42,12,17,42,2,6,NA,2,IDA,78.1849427,17.5324702
2020-08-23T00:00:00Z,43,14,18,43,1,7,19,2,IDA,78.1849427,17.5324702
2020-08-24T00:00:00Z,43,10,18,43,1,7,16,2,IDA,78.1849427,17.5324702
2020-08-25T00:00:00Z,45,18,28,45,1,7,7,2,IDA,78.1849427,17.5324702
2020-08-26T00:00:00Z,64,32,64,50,1,7,NA,2,IDA,78.1849427,17.5324702
2020-08-27T00:00:00Z,63,30,63,50,1,7,52,2,IDA,78.1849427,17.5324702
2020-08-28T00:00:00Z,48,25,37,48,1,7,26,5,IDA,78.1849427,17.5324702
2020-08-29T00:00:00Z,91,18,29,46,2,6,91,1,IDA,78.1849427,17.5324702
2020-08-30T00:00:00Z,114,17,30,48,1,7,114,2,IDA,78.1849427,17.5324702
2020-08-31T00:00:00Z,66,20,34,50,1,7,66,1,IDA,78.1849427,17.5324702
2020-09-01T00:00:00Z,83,45,83,55,1,7,22,2,IDA,78.1849427,17.5324702
2020-09-02T00:00:00Z,111,66,111,61,NA,8,14,2,IDA,78.1849427,17.5324702
2020-09-03T00:00:00Z,64,46,64,34,NA,7,21,4,IDA,78.1849427,17.5324702
2020-09-04T00:00:00Z,45,45,45,34,NA,7,18,3,IDA,78.1849427,17.5324702
2020-09-05T00:00:00Z,44,30,44,35,NA,7,18,3,IDA,78.1849427,17.5324702
2020-09-06T00:00:00Z,45,29,45,37,NA,7,19,4,IDA,78.1849427,17.5324702
2020-09-07T00:00:00Z,42,28,42,34,NA,7,19,3,IDA,78.1849427,17.5324702
2020-09-08T00:00:00Z,56,38,56,36,NA,7,21,3,IDA,78.1849427,17.5324702
2020-09-09T00:00:00Z,35,26,35,32,NA,7,14,3,IDA,78.1849427,17.5324702
2020-09-10T00:00:00Z,37,34,37,36,NA,7,21,3,IDA,78.1849427,17.5324702
2020-09-11T00:00:00Z,71,47,71,39,NA,8,21,3,IDA,78.1849427,17.5324702
2020-09-12T00:00:00Z,48,30,41,48,1,7,20,4,IDA,78.1849427,17.5324702
2020-09-13T00:00:00Z,57,12,22,57,7,6,31,9,IDA,78.1849427,17.5324702
2020-09-14T00:00:00Z,75,58,75,33,NA,5,19,4,IDA,78.1849427,17.5324702
2020-09-15T00:00:00Z,NA,NA,NA,NA,NA,NA,22,4,IDA,78.1849427,17.5324702
2020-09-16T00:00:00Z,55,37,54,55,4,7,16,4,IDA,78.1849427,17.5324702
2020-01-01T00:00:00Z,86,86,NA,37,NA,16,35,36,Sanathnagar,78.4439295,17.4562544
2020-01-02T00:00:00Z,NA,NA,NA,NA,NA,NA,50,24,Sanathnagar,78.4439295,17.4562544
2020-01-03T00:00:00Z,64,64,NA,40,NA,15,42,15,Sanathnagar,78.4439295,17.4562544
2020-01-04T00:00:00Z,87,87,NA,36,NA,17,41,30,Sanathnagar,78.4439295,17.4562544
2020-01-05T00:00:00Z,119,119,NA,36,NA,22,33,31,Sanathnagar,78.4439295,17.4562544
2020-01-06T00:00:00Z,NA,NA,NA,NA,NA,NA,60,33,Sanathnagar,78.4439295,17.4562544
2020-01-07T00:00:00Z,106,106,NA,44,NA,17,39,29,Sanathnagar,78.4439295,17.4562544
2020-01-08T00:00:00Z,NA,NA,NA,32,NA,16,26,36,Sanathnagar,78.4439295,17.4562544
2020-01-09T00:00:00Z,88,88,NA,42,NA,16,30,18,Sanathnagar,78.4439295,17.4562544
2020-01-10T00:00:00Z,148,148,NA,34,NA,19,31,37,Sanathnagar,78.4439295,17.4562544
2020-01-11T00:00:00Z,173,173,NA,43,NA,25,35,36,Sanathnagar,78.4439295,17.4562544
2020-01-12T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Sanathnagar,78.4439295,17.4562544
2020-01-13T00:00:00Z,NA,NA,NA,NA,NA,NA,36,76,Sanathnagar,78.4439295,17.4562544
2020-01-14T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,38,Sanathnagar,78.4439295,17.4562544
2020-01-15T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,38,Sanathnagar,78.4439295,17.4562544
2020-01-16T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,36,Sanathnagar,78.4439295,17.4562544
2020-01-17T00:00:00Z,69,69,NA,NA,NA,21,26,24,Sanathnagar,78.4439295,17.4562544
2020-01-18T00:00:00Z,59,59,NA,40,NA,15,24,22,Sanathnagar,78.4439295,17.4562544
2020-01-19T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Sanathnagar,78.4439295,17.4562544
2020-01-20T00:00:00Z,NA,NA,NA,NA,NA,NA,28,37,Sanathnagar,78.4439295,17.4562544
2020-01-21T00:00:00Z,73,73,NA,41,NA,17,26,28,Sanathnagar,78.4439295,17.4562544
2020-01-22T00:00:00Z,NA,NA,NA,NA,NA,NA,38,35,Sanathnagar,78.4439295,17.4562544
2020-01-23T00:00:00Z,132,132,NA,60,NA,20,37,22,Sanathnagar,78.4439295,17.4562544
2020-01-24T00:00:00Z,185,185,NA,76,NA,24,45,18,Sanathnagar,78.4439295,17.4562544
2020-01-25T00:00:00Z,163,163,NA,70,NA,23,38,21,Sanathnagar,78.4439295,17.4562544
2020-01-26T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Sanathnagar,78.4439295,17.4562544
2020-01-27T00:00:00Z,NA,NA,NA,NA,NA,NA,38,68,Sanathnagar,78.4439295,17.4562544
2020-01-28T00:00:00Z,94,94,NA,47,NA,22,27,39,Sanathnagar,78.4439295,17.4562544
2020-01-29T00:00:00Z,155,155,NA,64,NA,26,37,24,Sanathnagar,78.4439295,17.4562544
2020-01-30T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Sanathnagar,78.4439295,17.4562544
2020-01-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Sanathnagar,78.4439295,17.4562544
2020-02-01T00:00:00Z,96,96,NA,38,NA,12,27,21,Sanathnagar,78.4439295,17.4562544
2020-02-02T00:00:00Z,70,70,NA,34,NA,9,28,22,Sanathnagar,78.4439295,17.4562544
2020-02-03T00:00:00Z,72,72,NA,33,NA,10,32,18,Sanathnagar,78.4439295,17.4562544
2020-02-04T00:00:00Z,78,78,NA,34,NA,10,27,23,Sanathnagar,78.4439295,17.4562544
2020-02-05T00:00:00Z,62,62,NA,38,NA,11,37,20,Sanathnagar,78.4439295,17.4562544
2020-02-06T00:00:00Z,69,69,NA,49,NA,12,38,18,Sanathnagar,78.4439295,17.4562544
2020-02-07T00:00:00Z,61,61,NA,29,NA,11,24,26,Sanathnagar,78.4439295,17.4562544
2020-02-08T00:00:00Z,NA,NA,NA,NA,NA,NA,31,33,Sanathnagar,78.4439295,17.4562544
2020-02-09T00:00:00Z,85,85,NA,18,NA,11,31,21,Sanathnagar,78.4439295,17.4562544
2020-02-10T00:00:00Z,69,69,NA,22,NA,11,36,20,Sanathnagar,78.4439295,17.4562544
2020-02-11T00:00:00Z,78,78,NA,23,NA,10,31,29,Sanathnagar,78.4439295,17.4562544
2020-02-12T00:00:00Z,NA,NA,NA,NA,NA,NA,38,46,Sanathnagar,78.4439295,17.4562544
2020-02-13T00:00:00Z,140,10,NA,43,NA,16,32,34,Sanathnagar,78.4439295,17.4562544
2020-02-14T00:00:00Z,204,204,NA,64,NA,46,65,25,Sanathnagar,78.4439295,17.4562544
2020-02-15T00:00:00Z,206,206,NA,81,NA,35,75,24,Sanathnagar,78.4439295,17.4562544
2020-02-16T00:00:00Z,163,163,NA,63,NA,24,46,28,Sanathnagar,78.4439295,17.4562544
2020-02-17T00:00:00Z,139,139,NA,44,NA,22,35,33,Sanathnagar,78.4439295,17.4562544
2020-02-18T00:00:00Z,90,90,NA,45,NA,25,25,40,Sanathnagar,78.4439295,17.4562544
2020-02-19T00:00:00Z,130,130,NA,64,NA,22,42,22,Sanathnagar,78.4439295,17.4562544
2020-02-20T00:00:00Z,87,87,NA,26,NA,17,28,24,Sanathnagar,78.4439295,17.4562544
2020-02-21T00:00:00Z,85,85,NA,21,NA,14,24,37,Sanathnagar,78.4439295,17.4562544
2020-02-22T00:00:00Z,57,57,NA,22,NA,16,27,28,Sanathnagar,78.4439295,17.4562544
2020-02-23T00:00:00Z,57,57,NA,24,NA,15,33,27,Sanathnagar,78.4439295,17.4562544
2020-02-24T00:00:00Z,64,64,NA,21,NA,14,39,41,Sanathnagar,78.4439295,17.4562544
2020-02-25T00:00:00Z,68,68,NA,35,NA,9,27,36,Sanathnagar,78.4439295,17.4562544
2020-02-26T00:00:00Z,90,90,NA,24,NA,8,33,37,Sanathnagar,78.4439295,17.4562544
2020-02-27T00:00:00Z,91,91,NA,30,NA,8,26,42,Sanathnagar,78.4439295,17.4562544
2020-02-28T00:00:00Z,77,77,NA,37,NA,9,33,31,Sanathnagar,78.4439295,17.4562544
2020-02-29T00:00:00Z,75,75,NA,22,NA,9,31,32,Sanathnagar,78.4439295,17.4562544
2020-03-01T00:00:00Z,81,81,NA,26,NA,9,35,28,Sanathnagar,78.4439295,17.4562544
2020-03-02T00:00:00Z,104,104,NA,41,NA,8,34,27,Sanathnagar,78.4439295,17.4562544
2020-03-03T00:00:00Z,91,91,NA,35,NA,9,34,29,Sanathnagar,78.4439295,17.4562544
2020-03-04T00:00:00Z,108,108,NA,33,NA,9,35,28,Sanathnagar,78.4439295,17.4562544
